THINID,COLOR
v-border-8-18-8-19,"rgb(218, 218, 218)"
v-border-8-19-8-20,"rgb(218, 218, 218)"
v-border-8-20-8-21,"rgb(218, 218, 218)"
v-border-8-21-8-22,"rgb(218, 218, 218)"
v-border-8-22-8-23,"rgb(218, 218, 218)"
v-border-8-23-8-24,"rgb(218, 218, 218)"
v-border-8-24-8-25,"rgb(218, 218, 218)"
v-border-8-25-8-26,"rgb(218, 218, 218)"
v-border-8-26-8-27,"rgb(218, 218, 218)"
v-border-8-27-8-28,"rgb(218, 218, 218)"
v-border-8-28-8-29,"rgb(218, 218, 218)"
v-border-8-29-8-30,"rgb(218, 218, 218)"
v-border-8-30-8-31,"rgb(218, 218, 218)"
h-border-8-0-9-0,"rgb(218, 218, 218)"
h-border-8-1-9-1,"rgb(218, 218, 218)"
h-border-8-2-9-2,"rgb(218, 218, 218)"
h-border-8-3-9-3,"rgb(218, 218, 218)"
h-border-8-4-9-4,"rgb(218, 218, 218)"
h-border-8-5-9-5,"rgb(218, 218, 218)"
h-border-8-6-9-6,"rgb(218, 218, 218)"
h-border-8-7-9-7,"rgb(218, 218, 218)"
h-border-8-8-9-8,"rgb(218, 218, 218)"
h-border-8-9-9-9,"rgb(218, 218, 218)"
h-border-8-10-9-10,"rgb(218, 218, 218)"
h-border-8-11-9-11,"rgb(218, 218, 218)"
h-border-8-12-9-12,"rgb(218, 218, 218)"
h-border-8-13-9-13,"rgb(218, 218, 218)"
h-border-8-14-9-14,"rgb(218, 218, 218)"
h-border-8-15-9-15,"rgb(218, 218, 218)"
h-border-8-16-9-16,"rgb(218, 218, 218)"
h-border-8-17-9-17,"rgb(218, 218, 218)"
h-border-8-18-9-18,"rgb(218, 218, 218)"
h-border-8-19-9-19,"rgb(218, 218, 218)"
h-border-8-20-9-20,"rgb(218, 218, 218)"
h-border-8-21-9-21,"rgb(218, 218, 218)"
h-border-8-22-9-22,"rgb(218, 218, 218)"
h-border-8-23-9-23,"rgb(218, 218, 218)"
h-border-8-24-9-24,"rgb(218, 218, 218)"
h-border-8-25-9-25,"rgb(218, 218, 218)"
h-border-8-26-9-26,"rgb(218, 218, 218)"
h-border-8-27-9-27,"rgb(218, 218, 218)"
h-border-8-28-9-28,"rgb(218, 218, 218)"
h-border-8-29-9-29,"rgb(218, 218, 218)"
h-border-8-30-9-30,"rgb(218, 218, 218)"
h-border-8-31-9-31,"rgb(218, 218, 218)"
v-border-9-0-9-1,"rgb(218, 218, 218)"
v-border-9-1-9-2,"rgb(218, 218, 218)"
v-border-9-2-9-3,"rgb(218, 218, 218)"
v-border-9-3-9-4,"rgb(218, 218, 218)"
v-border-9-4-9-5,"rgb(218, 218, 218)"
v-border-9-5-9-6,"rgb(218, 218, 218)"
v-border-9-6-9-7,"rgb(218, 218, 218)"
v-border-9-7-9-8,"rgb(218, 218, 218)"
v-border-9-8-9-9,"rgb(218, 218, 218)"
v-border-9-9-9-10,"rgb(218, 218, 218)"
v-border-9-10-9-11,"rgb(218, 218, 218)"
v-border-9-11-9-12,"rgb(218, 218, 218)"
v-border-9-12-9-13,"rgb(218, 218, 218)"
v-border-9-13-9-14,"rgb(218, 218, 218)"
v-border-9-14-9-15,"rgb(218, 218, 218)"
v-border-9-15-9-16,black
v-border-9-16-9-17,"rgb(218, 218, 218)"
v-border-9-17-9-18,"rgb(218, 218, 218)"
v-border-9-18-9-19,"rgb(218, 218, 218)"
v-border-9-19-9-20,"rgb(218, 218, 218)"
v-border-9-20-9-21,"rgb(218, 218, 218)"
v-border-9-21-9-22,"rgb(218, 218, 218)"
v-border-9-22-9-23,"rgb(218, 218, 218)"
v-border-9-23-9-24,"rgb(218, 218, 218)"
v-border-9-24-9-25,"rgb(218, 218, 218)"
v-border-9-25-9-26,"rgb(218, 218, 218)"
v-border-9-26-9-27,"rgb(218, 218, 218)"
v-border-9-27-9-28,"rgb(218, 218, 218)"
v-border-9-28-9-29,"rgb(218, 218, 218)"
v-border-9-29-9-30,"rgb(218, 218, 218)"
v-border-9-30-9-31,"rgb(218, 218, 218)"
h-border-9-0-10-0,"rgb(218, 218, 218)"
h-border-9-1-10-1,"rgb(218, 218, 218)"
h-border-9-2-10-2,"rgb(218, 218, 218)"
h-border-9-3-10-3,"rgb(218, 218, 218)"
h-border-9-4-10-4,"rgb(218, 218, 218)"
h-border-9-5-10-5,"rgb(218, 218, 218)"
h-border-9-6-10-6,"rgb(218, 218, 218)"
h-border-9-7-10-7,"rgb(218, 218, 218)"
h-border-9-8-10-8,"rgb(218, 218, 218)"
h-border-9-9-10-9,"rgb(218, 218, 218)"
h-border-9-10-10-10,black
h-border-9-11-10-11,black
h-border-9-12-10-12,black
h-border-9-13-10-13,black
h-border-9-14-10-14,black
h-border-9-15-10-15,black
h-border-9-16-10-16,black
h-border-9-17-10-17,black
h-border-9-18-10-18,black
h-border-9-19-10-19,black
h-border-9-20-10-20,black
h-border-9-21-10-21,black
h-border-9-22-10-22,"rgb(218, 218, 218)"
h-border-9-23-10-23,"rgb(218, 218, 218)"
h-border-9-24-10-24,"rgb(218, 218, 218)"
h-border-9-25-10-25,"rgb(218, 218, 218)"
h-border-9-26-10-26,"rgb(218, 218, 218)"
h-border-9-27-10-27,"rgb(218, 218, 218)"
h-border-9-28-10-28,"rgb(218, 218, 218)"
h-border-9-29-10-29,"rgb(218, 218, 218)"
h-border-9-30-10-30,"rgb(218, 218, 218)"
h-border-9-31-10-31,"rgb(218, 218, 218)"
v-border-10-0-10-1,"rgb(218, 218, 218)"
v-border-10-1-10-2,"rgb(218, 218, 218)"
v-border-10-2-10-3,"rgb(218, 218, 218)"
v-border-10-3-10-4,"rgb(218, 218, 218)"
v-border-10-4-10-5,"rgb(218, 218, 218)"
v-border-10-5-10-6,"rgb(218, 218, 218)"
v-border-10-6-10-7,"rgb(218, 218, 218)"
v-border-10-7-10-8,"rgb(218, 218, 218)"
v-border-10-8-10-9,"rgb(218, 218, 218)"
v-border-10-9-10-10,black
v-border-10-10-10-11,"rgb(218, 218, 218)"
v-border-10-11-10-12,black
v-border-10-12-10-13,"rgb(218, 218, 218)"
v-border-10-13-10-14,black
v-border-10-14-10-15,"rgb(218, 218, 218)"
v-border-10-15-10-16,black
v-border-10-16-10-17,"rgb(218, 218, 218)"
v-border-10-17-10-18,black
v-border-10-18-10-19,"rgb(218, 218, 218)"
v-border-10-19-10-20,black
v-border-10-20-10-21,"rgb(218, 218, 218)"
v-border-10-21-10-22,black
v-border-10-22-10-23,"rgb(218, 218, 218)"
v-border-10-23-10-24,"rgb(218, 218, 218)"
v-border-10-24-10-25,"rgb(218, 218, 218)"
v-border-10-25-10-26,"rgb(218, 218, 218)"
v-border-10-26-10-27,"rgb(218, 218, 218)"
v-border-10-27-10-28,"rgb(218, 218, 218)"
v-border-10-28-10-29,"rgb(218, 218, 218)"
v-border-10-29-10-30,"rgb(218, 218, 218)"
v-border-10-30-10-31,"rgb(218, 218, 218)"
h-border-10-0-11-0,"rgb(218, 218, 218)"
h-border-10-1-11-1,"rgb(218, 218, 218)"
h-border-10-2-11-2,"rgb(218, 218, 218)"
h-border-10-3-11-3,"rgb(218, 218, 218)"
h-border-10-4-11-4,"rgb(218, 218, 218)"
h-border-10-5-11-5,"rgb(218, 218, 218)"
h-border-10-6-11-6,"rgb(218, 218, 218)"
h-border-10-7-11-7,"rgb(218, 218, 218)"
h-border-10-8-11-8,"rgb(218, 218, 218)"
h-border-10-9-11-9,"rgb(218, 218, 218)"
h-border-10-10-11-10,"rgb(218, 218, 218)"
h-border-10-11-11-11,black
h-border-10-12-11-12,black
h-border-10-13-11-13,black
h-border-10-14-11-14,black
h-border-10-15-11-15,black
h-border-10-16-11-16,black
h-border-10-17-11-17,black
h-border-10-18-11-18,black
h-border-10-19-11-19,black
h-border-10-20-11-20,black
h-border-10-21-11-21,"rgb(218, 218, 218)"
h-border-10-22-11-22,"rgb(218, 218, 218)"
h-border-10-23-11-23,"rgb(218, 218, 218)"
h-border-10-24-11-24,"rgb(218, 218, 218)"
h-border-10-25-11-25,"rgb(218, 218, 218)"
h-border-10-26-11-26,"rgb(218, 218, 218)"
h-border-10-27-11-27,"rgb(218, 218, 218)"
h-border-10-28-11-28,"rgb(218, 218, 218)"
h-border-10-29-11-29,"rgb(218, 218, 218)"
h-border-10-30-11-30,"rgb(218, 218, 218)"
h-border-10-31-11-31,"rgb(218, 218, 218)"
v-border-11-0-11-1,"rgb(218, 218, 218)"
v-border-11-1-11-2,"rgb(218, 218, 218)"
v-border-11-2-11-3,"rgb(218, 218, 218)"
v-border-11-3-11-4,"rgb(218, 218, 218)"
v-border-11-4-11-5,"rgb(218, 218, 218)"
v-border-11-5-11-6,"rgb(218, 218, 218)"
v-border-11-6-11-7,"rgb(218, 218, 218)"
v-border-11-7-11-8,"rgb(218, 218, 218)"
v-border-11-8-11-9,"rgb(218, 218, 218)"
v-border-11-9-11-10,black
v-border-11-10-11-11,black
v-border-11-11-11-12,"rgb(218, 218, 218)"
v-border-11-12-11-13,"rgb(218, 218, 218)"
v-border-11-13-11-14,black
v-border-11-14-11-15,"rgb(218, 218, 218)"
v-border-11-15-11-16,"rgb(218, 218, 218)"
v-border-11-16-11-17,"rgb(218, 218, 218)"
v-border-11-17-11-18,black
v-border-11-18-11-19,"rgb(218, 218, 218)"
v-border-11-19-11-20,"rgb(218, 218, 218)"
v-border-11-20-11-21,black
v-border-11-21-11-22,black
v-border-11-22-11-23,"rgb(218, 218, 218)"
v-border-11-23-11-24,"rgb(218, 218, 218)"
v-border-11-24-11-25,"rgb(218, 218, 218)"
v-border-11-25-11-26,"rgb(218, 218, 218)"
v-border-11-26-11-27,"rgb(218, 218, 218)"
v-border-11-27-11-28,"rgb(218, 218, 218)"
v-border-11-28-11-29,"rgb(218, 218, 218)"
v-border-11-29-11-30,"rgb(218, 218, 218)"
v-border-11-30-11-31,"rgb(218, 218, 218)"
h-border-11-0-12-0,"rgb(218, 218, 218)"
h-border-11-1-12-1,"rgb(218, 218, 218)"
h-border-11-2-12-2,"rgb(218, 218, 218)"
h-border-11-3-12-3,"rgb(218, 218, 218)"
h-border-11-4-12-4,"rgb(218, 218, 218)"
h-border-11-5-12-5,"rgb(218, 218, 218)"
h-border-11-6-12-6,"rgb(218, 218, 218)"
h-border-11-7-12-7,"rgb(218, 218, 218)"
h-border-11-8-12-8,"rgb(218, 218, 218)"
h-border-11-9-12-9,"rgb(218, 218, 218)"
h-border-11-10-12-10,black
h-border-11-11-12-11,"rgb(218, 218, 218)"
h-border-11-12-12-12,black
h-border-11-13-12-13,black
h-border-11-14-12-14,black
h-border-11-15-12-15,black
h-border-11-16-12-16,black
h-border-11-17-12-17,black
h-border-11-18-12-18,black
h-border-11-19-12-19,black
h-border-11-20-12-20,"rgb(218, 218, 218)"
h-border-11-21-12-21,black
h-border-11-22-12-22,"rgb(218, 218, 218)"
h-border-11-23-12-23,"rgb(218, 218, 218)"
h-border-11-24-12-24,"rgb(218, 218, 218)"
h-border-11-25-12-25,"rgb(218, 218, 218)"
h-border-11-26-12-26,"rgb(218, 218, 218)"
h-border-11-27-12-27,"rgb(218, 218, 218)"
h-border-11-28-12-28,"rgb(218, 218, 218)"
h-border-11-29-12-29,"rgb(218, 218, 218)"
h-border-11-30-12-30,"rgb(218, 218, 218)"
h-border-11-31-12-31,"rgb(218, 218, 218)"
v-border-12-0-12-1,"rgb(218, 218, 218)"
v-border-12-1-12-2,"rgb(218, 218, 218)"
v-border-12-2-12-3,"rgb(218, 218, 218)"
v-border-12-3-12-4,"rgb(218, 218, 218)"
v-border-12-4-12-5,"rgb(218, 218, 218)"
v-border-12-5-12-6,"rgb(218, 218, 218)"
v-border-12-6-12-7,"rgb(218, 218, 218)"
v-border-12-7-12-8,"rgb(218, 218, 218)"
v-border-12-8-12-9,"rgb(218, 218, 218)"
v-border-12-9-12-10,black
v-border-12-10-12-11,black
v-border-12-11-12-12,black
v-border-12-12-12-13,black
v-border-12-13-12-14,"rgb(218, 218, 218)"
v-border-12-14-12-15,"rgb(218, 218, 218)"
v-border-12-15-12-16,black
v-border-12-16-12-17,"rgb(218, 218, 218)"
v-border-12-17-12-18,"rgb(218, 218, 218)"
v-border-12-18-12-19,black
v-border-12-19-12-20,black
v-border-12-20-12-21,black
v-border-12-21-12-22,black
v-border-12-22-12-23,"rgb(218, 218, 218)"
v-border-12-23-12-24,"rgb(218, 218, 218)"
v-border-12-24-12-25,"rgb(218, 218, 218)"
v-border-12-25-12-26,"rgb(218, 218, 218)"
v-border-12-26-12-27,"rgb(218, 218, 218)"
v-border-12-27-12-28,"rgb(218, 218, 218)"
v-border-12-28-12-29,"rgb(218, 218, 218)"
v-border-12-29-12-30,"rgb(218, 218, 218)"
v-border-12-30-12-31,"rgb(218, 218, 218)"
h-border-12-0-13-0,"rgb(218, 218, 218)"
h-border-12-1-13-1,"rgb(218, 218, 218)"
h-border-12-2-13-2,"rgb(218, 218, 218)"
h-border-12-3-13-3,"rgb(218, 218, 218)"
h-border-12-4-13-4,"rgb(218, 218, 218)"
h-border-12-5-13-5,"rgb(218, 218, 218)"
h-border-12-6-13-6,"rgb(218, 218, 218)"
h-border-12-7-13-7,"rgb(218, 218, 218)"
h-border-12-8-13-8,"rgb(218, 218, 218)"
h-border-12-9-13-9,"rgb(218, 218, 218)"
h-border-12-10-13-10,"rgb(218, 218, 218)"
h-border-12-11-13-11,"rgb(218, 218, 218)"
h-border-12-12-13-12,black
h-border-12-13-13-13,black
h-border-12-14-13-14,black
h-border-12-15-13-15,black
h-border-12-16-13-16,black
h-border-12-17-13-17,black
h-border-12-18-13-18,black
h-border-12-19-13-19,black
h-border-12-20-13-20,"rgb(218, 218, 218)"
h-border-12-21-13-21,"rgb(218, 218, 218)"
h-border-12-22-13-22,"rgb(218, 218, 218)"
h-border-12-23-13-23,"rgb(218, 218, 218)"
h-border-12-24-13-24,"rgb(218, 218, 218)"
h-border-12-25-13-25,"rgb(218, 218, 218)"
h-border-12-26-13-26,"rgb(218, 218, 218)"
h-border-12-27-13-27,"rgb(218, 218, 218)"
h-border-12-28-13-28,"rgb(218, 218, 218)"
h-border-12-29-13-29,"rgb(218, 218, 218)"
h-border-12-30-13-30,"rgb(218, 218, 218)"
h-border-12-31-13-31,"rgb(218, 218, 218)"
v-border-13-0-13-1,"rgb(218, 218, 218)"
v-border-13-1-13-2,"rgb(218, 218, 218)"
v-border-13-2-13-3,"rgb(218, 218, 218)"
v-border-13-3-13-4,"rgb(218, 218, 218)"
v-border-13-4-13-5,"rgb(218, 218, 218)"
v-border-13-5-13-6,"rgb(218, 218, 218)"
v-border-13-6-13-7,"rgb(218, 218, 218)"
v-border-13-7-13-8,"rgb(218, 218, 218)"
v-border-13-8-13-9,"rgb(218, 218, 218)"
v-border-13-9-13-10,black
v-border-13-10-13-11,black
v-border-13-11-13-12,black
v-border-13-12-13-13,black
v-border-13-13-13-14,black
v-border-13-14-13-15,"rgb(218, 218, 218)"
v-border-13-15-13-16,black
v-border-13-16-13-17,"rgb(218, 218, 218)"
v-border-13-17-13-18,black
v-border-13-18-13-19,black
v-border-13-19-13-20,black
v-border-13-20-13-21,black
v-border-13-21-13-22,black
v-border-13-22-13-23,"rgb(218, 218, 218)"
v-border-13-23-13-24,"rgb(218, 218, 218)"
v-border-13-24-13-25,"rgb(218, 218, 218)"
v-border-13-25-13-26,"rgb(218, 218, 218)"
v-border-13-26-13-27,"rgb(218, 218, 218)"
v-border-13-27-13-28,"rgb(218, 218, 218)"
v-border-13-28-13-29,"rgb(218, 218, 218)"
v-border-13-29-13-30,"rgb(218, 218, 218)"
v-border-13-30-13-31,"rgb(218, 218, 218)"
h-border-13-0-14-0,"rgb(218, 218, 218)"
h-border-13-1-14-1,"rgb(218, 218, 218)"
h-border-13-2-14-2,"rgb(218, 218, 218)"
h-border-13-3-14-3,"rgb(218, 218, 218)"
h-border-13-4-14-4,"rgb(218, 218, 218)"
h-border-13-5-14-5,"rgb(218, 218, 218)"
h-border-13-6-14-6,"rgb(218, 218, 218)"
h-border-13-7-14-7,"rgb(218, 218, 218)"
h-border-13-8-14-8,"rgb(218, 218, 218)"
h-border-13-9-14-9,"rgb(218, 218, 218)"
h-border-13-10-14-10,black
h-border-13-11-14-11,black
h-border-13-12-14-12,"rgb(218, 218, 218)"
h-border-13-13-14-13,black
h-border-13-14-14-14,black
h-border-13-15-14-15,black
h-border-13-16-14-16,black
h-border-13-17-14-17,black
h-border-13-18-14-18,black
h-border-13-19-14-19,"rgb(218, 218, 218)"
h-border-13-20-14-20,black
h-border-13-21-14-21,black
h-border-13-22-14-22,"rgb(218, 218, 218)"
h-border-13-23-14-23,"rgb(218, 218, 218)"
h-border-13-24-14-24,"rgb(218, 218, 218)"
h-border-13-25-14-25,"rgb(218, 218, 218)"
h-border-13-26-14-26,"rgb(218, 218, 218)"
h-border-13-27-14-27,"rgb(218, 218, 218)"
h-border-13-28-14-28,"rgb(218, 218, 218)"
h-border-13-29-14-29,"rgb(218, 218, 218)"
h-border-13-30-14-30,"rgb(218, 218, 218)"
h-border-13-31-14-31,"rgb(218, 218, 218)"
v-border-14-0-14-1,"rgb(218, 218, 218)"
v-border-14-1-14-2,"rgb(218, 218, 218)"
v-border-14-2-14-3,"rgb(218, 218, 218)"
v-border-14-3-14-4,"rgb(218, 218, 218)"
v-border-14-4-14-5,"rgb(218, 218, 218)"
v-border-14-5-14-6,"rgb(218, 218, 218)"
v-border-14-6-14-7,"rgb(218, 218, 218)"
v-border-14-7-14-8,"rgb(218, 218, 218)"
v-border-14-8-14-9,"rgb(218, 218, 218)"
v-border-14-9-14-10,black
v-border-14-10-14-11,black
v-border-14-11-14-12,black
v-border-14-12-14-13,black
v-border-14-13-14-14,black
v-border-14-14-14-15,black
v-border-14-15-14-16,black
v-border-14-16-14-17,black
v-border-14-17-14-18,black
v-border-14-18-14-19,black
v-border-14-19-14-20,black
v-border-14-20-14-21,black
v-border-14-21-14-22,black
v-border-14-22-14-23,"rgb(218, 218, 218)"
v-border-14-23-14-24,"rgb(218, 218, 218)"
v-border-14-24-14-25,"rgb(218, 218, 218)"
v-border-14-25-14-26,"rgb(218, 218, 218)"
v-border-14-26-14-27,"rgb(218, 218, 218)"
v-border-14-27-14-28,"rgb(218, 218, 218)"
v-border-14-28-14-29,"rgb(218, 218, 218)"
v-border-14-29-14-30,"rgb(218, 218, 218)"
v-border-14-30-14-31,"rgb(218, 218, 218)"
h-border-14-0-15-0,"rgb(218, 218, 218)"
h-border-14-1-15-1,"rgb(218, 218, 218)"
h-border-14-2-15-2,"rgb(218, 218, 218)"
h-border-14-3-15-3,"rgb(218, 218, 218)"
h-border-14-4-15-4,"rgb(218, 218, 218)"
h-border-14-5-15-5,"rgb(218, 218, 218)"
h-border-14-6-15-6,"rgb(218, 218, 218)"
h-border-14-7-15-7,"rgb(218, 218, 218)"
h-border-14-8-15-8,"rgb(218, 218, 218)"
h-border-14-9-15-9,"rgb(218, 218, 218)"
h-border-14-10-15-10,"rgb(218, 218, 218)"
h-border-14-11-15-11,"rgb(218, 218, 218)"
h-border-14-12-15-12,"rgb(218, 218, 218)"
h-border-14-13-15-13,"rgb(218, 218, 218)"
h-border-14-14-15-14,black
h-border-14-15-15-15,black
h-border-14-16-15-16,black
h-border-14-17-15-17,black
h-border-14-18-15-18,"rgb(218, 218, 218)"
h-border-14-19-15-19,"rgb(218, 218, 218)"
h-border-14-20-15-20,"rgb(218, 218, 218)"
h-border-14-21-15-21,"rgb(218, 218, 218)"
h-border-14-22-15-22,"rgb(218, 218, 218)"
h-border-14-23-15-23,"rgb(218, 218, 218)"
h-border-14-24-15-24,"rgb(218, 218, 218)"
h-border-14-25-15-25,"rgb(218, 218, 218)"
h-border-14-26-15-26,"rgb(218, 218, 218)"
h-border-14-27-15-27,"rgb(218, 218, 218)"
h-border-14-28-15-28,"rgb(218, 218, 218)"
h-border-14-29-15-29,"rgb(218, 218, 218)"
h-border-14-30-15-30,"rgb(218, 218, 218)"
h-border-14-31-15-31,"rgb(218, 218, 218)"
v-border-15-0-15-1,"rgb(218, 218, 218)"
v-border-15-1-15-2,"rgb(218, 218, 218)"
v-border-15-2-15-3,"rgb(218, 218, 218)"
v-border-15-3-15-4,"rgb(218, 218, 218)"
v-border-15-4-15-5,"rgb(218, 218, 218)"
v-border-15-5-15-6,"rgb(218, 218, 218)"
v-border-15-6-15-7,"rgb(218, 218, 218)"
v-border-15-7-15-8,"rgb(218, 218, 218)"
v-border-15-8-15-9,"rgb(218, 218, 218)"
v-border-15-9-15-10,black
v-border-15-10-15-11,black
v-border-15-11-15-12,black
v-border-15-12-15-13,black
v-border-15-13-15-14,black
v-border-15-14-15-15,black
v-border-15-15-15-16,black
v-border-15-16-15-17,black
v-border-15-17-15-18,black
v-border-15-18-15-19,black
v-border-15-19-15-20,black
v-border-15-20-15-21,black
v-border-15-21-15-22,black
v-border-15-22-15-23,"rgb(218, 218, 218)"
v-border-15-23-15-24,"rgb(218, 218, 218)"
v-border-15-24-15-25,"rgb(218, 218, 218)"
v-border-15-25-15-26,"rgb(218, 218, 218)"
v-border-15-26-15-27,"rgb(218, 218, 218)"
v-border-15-27-15-28,"rgb(218, 218, 218)"
v-border-15-28-15-29,"rgb(218, 218, 218)"
v-border-15-29-15-30,"rgb(218, 218, 218)"
v-border-15-30-15-31,"rgb(218, 218, 218)"
h-border-15-0-16-0,black
h-border-15-1-16-1,black
h-border-15-2-16-2,black
h-border-15-3-16-3,black
h-border-15-4-16-4,black
h-border-15-5-16-5,black
h-border-15-6-16-6,black
h-border-15-7-16-7,black
h-border-15-8-16-8,black
h-border-15-9-16-9,black
h-border-15-10-16-10,black
h-border-15-11-16-11,"rgb(218, 218, 218)"
h-border-15-12-16-12,black
h-border-15-13-16-13,black
h-border-15-14-16-14,black
h-border-15-15-16-15,black
h-border-15-16-16-16,black
h-border-15-17-16-17,black
h-border-15-18-16-18,black
h-border-15-19-16-19,black
h-border-15-20-16-20,"rgb(218, 218, 218)"
h-border-15-21-16-21,black
h-border-15-22-16-22,black
h-border-15-23-16-23,black
h-border-15-24-16-24,black
h-border-15-25-16-25,black
h-border-15-26-16-26,black
h-border-15-27-16-27,black
h-border-15-28-16-28,black
h-border-15-29-16-29,black
h-border-15-30-16-30,black
h-border-15-31-16-31,black
v-border-16-0-16-1,"rgb(218, 218, 218)"
v-border-16-1-16-2,"rgb(218, 218, 218)"
v-border-16-2-16-3,"rgb(218, 218, 218)"
v-border-16-3-16-4,"rgb(218, 218, 218)"
v-border-16-4-16-5,"rgb(218, 218, 218)"
v-border-16-5-16-6,"rgb(218, 218, 218)"
v-border-16-6-16-7,"rgb(218, 218, 218)"
v-border-16-7-16-8,"rgb(218, 218, 218)"
v-border-16-8-16-9,"rgb(218, 218, 218)"
v-border-16-9-16-10,black
v-border-16-10-16-11,black
v-border-16-11-16-12,black
v-border-16-12-16-13,black
v-border-16-13-16-14,black
v-border-16-14-16-15,black
v-border-16-15-16-16,black
v-border-16-16-16-17,black
v-border-16-17-16-18,black
v-border-16-18-16-19,black
v-border-16-19-16-20,black
v-border-16-20-16-21,black
v-border-16-21-16-22,black
v-border-16-22-16-23,"rgb(218, 218, 218)"
v-border-16-23-16-24,"rgb(218, 218, 218)"
v-border-16-24-16-25,"rgb(218, 218, 218)"
v-border-16-25-16-26,"rgb(218, 218, 218)"
v-border-16-26-16-27,"rgb(218, 218, 218)"
v-border-16-27-16-28,"rgb(218, 218, 218)"
v-border-16-28-16-29,"rgb(218, 218, 218)"
v-border-16-29-16-30,"rgb(218, 218, 218)"
v-border-16-30-16-31,"rgb(218, 218, 218)"
h-border-16-0-17-0,"rgb(218, 218, 218)"
h-border-16-1-17-1,"rgb(218, 218, 218)"
h-border-16-2-17-2,"rgb(218, 218, 218)"
h-border-16-3-17-3,"rgb(218, 218, 218)"
h-border-16-4-17-4,"rgb(218, 218, 218)"
h-border-16-5-17-5,"rgb(218, 218, 218)"
h-border-16-6-17-6,"rgb(218, 218, 218)"
h-border-16-7-17-7,"rgb(218, 218, 218)"
h-border-16-8-17-8,"rgb(218, 218, 218)"
h-border-16-9-17-9,"rgb(218, 218, 218)"
h-border-16-10-17-10,"rgb(218, 218, 218)"
h-border-16-11-17-11,"rgb(218, 218, 218)"
h-border-16-12-17-12,"rgb(218, 218, 218)"
h-border-16-13-17-13,"rgb(218, 218, 218)"
h-border-16-14-17-14,black
h-border-16-15-17-15,black
h-border-16-16-17-16,black
h-border-16-17-17-17,black
h-border-16-18-17-18,"rgb(218, 218, 218)"
h-border-16-19-17-19,"rgb(218, 218, 218)"
h-border-16-20-17-20,"rgb(218, 218, 218)"
h-border-16-21-17-21,"rgb(218, 218, 218)"
h-border-16-22-17-22,"rgb(218, 218, 218)"
h-border-16-23-17-23,"rgb(218, 218, 218)"
h-border-16-24-17-24,"rgb(218, 218, 218)"
h-border-16-25-17-25,"rgb(218, 218, 218)"
h-border-16-26-17-26,"rgb(218, 218, 218)"
h-border-16-27-17-27,"rgb(218, 218, 218)"
h-border-16-28-17-28,"rgb(218, 218, 218)"
h-border-16-29-17-29,"rgb(218, 218, 218)"
h-border-16-30-17-30,"rgb(218, 218, 218)"
h-border-16-31-17-31,"rgb(218, 218, 218)"
v-border-17-0-17-1,"rgb(218, 218, 218)"
v-border-17-1-17-2,"rgb(218, 218, 218)"
v-border-17-2-17-3,"rgb(218, 218, 218)"
v-border-17-3-17-4,"rgb(218, 218, 218)"
v-border-17-4-17-5,"rgb(218, 218, 218)"
v-border-17-5-17-6,"rgb(218, 218, 218)"
v-border-17-6-17-7,"rgb(218, 218, 218)"
v-border-17-7-17-8,"rgb(218, 218, 218)"
v-border-17-8-17-9,"rgb(218, 218, 218)"
v-border-17-9-17-10,black
v-border-17-10-17-11,black
v-border-17-11-17-12,black
v-border-17-12-17-13,black
v-border-17-13-17-14,black
v-border-17-14-17-15,black
v-border-17-15-17-16,black
v-border-17-16-17-17,black
v-border-17-17-17-18,black
v-border-17-18-17-19,black
v-border-17-19-17-20,black
v-border-17-20-17-21,black
v-border-17-21-17-22,black
v-border-17-22-17-23,"rgb(218, 218, 218)"
v-border-17-23-17-24,"rgb(218, 218, 218)"
v-border-17-24-17-25,"rgb(218, 218, 218)"
v-border-17-25-17-26,"rgb(218, 218, 218)"
v-border-17-26-17-27,"rgb(218, 218, 218)"
v-border-17-27-17-28,"rgb(218, 218, 218)"
v-border-17-28-17-29,"rgb(218, 218, 218)"
v-border-17-29-17-30,"rgb(218, 218, 218)"
v-border-17-30-17-31,"rgb(218, 218, 218)"
h-border-17-0-18-0,"rgb(218, 218, 218)"
h-border-17-1-18-1,"rgb(218, 218, 218)"
h-border-17-2-18-2,"rgb(218, 218, 218)"
h-border-17-3-18-3,"rgb(218, 218, 218)"
h-border-17-4-18-4,"rgb(218, 218, 218)"
h-border-17-5-18-5,"rgb(218, 218, 218)"
h-border-17-6-18-6,"rgb(218, 218, 218)"
h-border-17-7-18-7,"rgb(218, 218, 218)"
h-border-17-8-18-8,"rgb(218, 218, 218)"
h-border-17-9-18-9,"rgb(218, 218, 218)"
h-border-17-10-18-10,black
h-border-17-11-18-11,black
h-border-17-12-18-12,"rgb(218, 218, 218)"
h-border-17-13-18-13,black
h-border-17-14-18-14,black
h-border-17-15-18-15,black
h-border-17-16-18-16,black
h-border-17-17-18-17,black
h-border-17-18-18-18,black
h-border-17-19-18-19,"rgb(218, 218, 218)"
h-border-17-20-18-20,black
h-border-17-21-18-21,black
h-border-17-22-18-22,"rgb(218, 218, 218)"
h-border-17-23-18-23,"rgb(218, 218, 218)"
h-border-17-24-18-24,"rgb(218, 218, 218)"
h-border-17-25-18-25,"rgb(218, 218, 218)"
