THINID,COLOR
v-border-14-3-14-4,"white"
v-border-14-4-14-5,"white"
v-border-14-5-14-6,"white"
v-border-14-6-14-7,"white"
v-border-14-7-14-8,"white"
v-border-14-8-14-9,"white"
v-border-14-9-14-10,black
v-border-14-10-14-11,black
v-border-14-11-14-12,black
v-border-14-12-14-13,black
v-border-14-13-14-14,black
v-border-14-14-14-15,black
v-border-14-15-14-16,black
v-border-14-16-14-17,black
v-border-14-17-14-18,black
v-border-14-18-14-19,black
v-border-14-19-14-20,black
v-border-14-20-14-21,black
v-border-14-21-14-22,black
v-border-14-22-14-23,"white"
v-border-14-23-14-24,"white"
v-border-14-24-14-25,"white"
v-border-14-25-14-26,"white"
v-border-14-26-14-27,"white"
v-border-14-27-14-28,"white"
v-border-14-28-14-29,"white"
v-border-14-29-14-30,"white"
v-border-14-30-14-31,"white"
h-border-14-0-15-0,"white"
h-border-14-1-15-1,"white"
h-border-14-2-15-2,"white"
h-border-14-3-15-3,"white"
h-border-14-4-15-4,"white"
h-border-14-5-15-5,"white"
h-border-14-6-15-6,"white"
h-border-14-7-15-7,"white"
h-border-14-8-15-8,"white"
h-border-14-9-15-9,"white"
h-border-14-10-15-10,"white"
h-border-14-11-15-11,"white"
h-border-14-12-15-12,"white"
h-border-14-13-15-13,"white"
h-border-14-14-15-14,black
h-border-14-15-15-15,black
h-border-14-16-15-16,black
h-border-14-17-15-17,black
h-border-14-18-15-18,"white"
h-border-14-19-15-19,"white"
h-border-14-20-15-20,"white"
h-border-14-21-15-21,"white"
h-border-14-22-15-22,"white"
h-border-14-23-15-23,"white"
h-border-14-24-15-24,"white"
h-border-14-25-15-25,"white"
h-border-14-26-15-26,"white"
h-border-14-27-15-27,"white"
h-border-14-28-15-28,"white"
h-border-14-29-15-29,"white"
h-border-14-30-15-30,"white"
h-border-14-31-15-31,"white"
v-border-15-0-15-1,"white"
v-border-15-1-15-2,"white"
v-border-15-2-15-3,"white"
v-border-15-3-15-4,"white"
v-border-15-4-15-5,"white"
v-border-15-5-15-6,"white"
v-border-15-6-15-7,"white"
v-border-15-7-15-8,"white"
v-border-15-8-15-9,"white"
v-border-15-9-15-10,black
v-border-15-10-15-11,black
v-border-15-11-15-12,black
v-border-15-12-15-13,black
v-border-15-13-15-14,black
v-border-15-14-15-15,black
v-border-15-15-15-16,black
v-border-15-16-15-17,black
v-border-15-17-15-18,black
v-border-15-18-15-19,black
v-border-15-19-15-20,black
v-border-15-20-15-21,black
v-border-15-21-15-22,black
v-border-15-22-15-23,"white"
v-border-15-23-15-24,"white"
v-border-15-24-15-25,"white"
v-border-15-25-15-26,"white"
v-border-15-26-15-27,"white"
v-border-15-27-15-28,"white"
v-border-15-28-15-29,"white"
v-border-15-29-15-30,"white"
v-border-15-30-15-31,"white"
h-border-15-0-16-0,black
h-border-15-1-16-1,black
h-border-15-2-16-2,black
h-border-15-3-16-3,black
h-border-15-4-16-4,black
h-border-15-5-16-5,black
h-border-15-6-16-6,black
h-border-15-7-16-7,black
h-border-15-8-16-8,black
h-border-15-9-16-9,black
h-border-15-10-16-10,black
h-border-15-11-16-11,"white"
h-border-15-12-16-12,black
h-border-15-13-16-13,black
h-border-15-14-16-14,black
h-border-15-15-16-15,black
h-border-15-16-16-16,black
h-border-15-17-16-17,black
h-border-15-18-16-18,black
h-border-15-19-16-19,black
h-border-15-20-16-20,"white"
h-border-15-21-16-21,black
h-border-15-22-16-22,black
h-border-15-23-16-23,black
h-border-15-24-16-24,black
h-border-15-25-16-25,black
h-border-15-26-16-26,black
h-border-15-27-16-27,black
h-border-15-28-16-28,black
h-border-15-29-16-29,black
h-border-15-30-16-30,black
h-border-15-31-16-31,black
v-border-16-0-16-1,"white"
v-border-16-1-16-2,"white"
v-border-16-2-16-3,"white"
v-border-16-3-16-4,"white"
v-border-16-4-16-5,"white"
v-border-16-5-16-6,"white"
v-border-16-6-16-7,"white"
v-border-16-7-16-8,"white"
v-border-16-8-16-9,"white"
v-border-16-9-16-10,black
v-border-16-10-16-11,black
v-border-16-11-16-12,black
v-border-16-12-16-13,black
v-border-16-13-16-14,black
v-border-16-14-16-15,black
v-border-16-15-16-16,black
v-border-16-16-16-17,black
v-border-16-17-16-18,black
v-border-16-18-16-19,black
v-border-16-19-16-20,black
v-border-16-20-16-21,black
v-border-16-21-16-22,black
v-border-16-22-16-23,"white"
v-border-16-23-16-24,"white"
v-border-16-24-16-25,"white"
v-border-16-25-16-26,"white"
v-border-16-26-16-27,"white"
v-border-16-27-16-28,"white"
v-border-16-28-16-29,"white"
v-border-16-29-16-30,"white"
v-border-16-30-16-31,"white"
h-border-16-0-17-0,"white"
h-border-16-1-17-1,"white"
h-border-16-2-17-2,"white"
h-border-16-3-17-3,"white"
h-border-16-4-17-4,"white"
h-border-16-5-17-5,"white"
h-border-16-6-17-6,"white"
h-border-16-7-17-7,"white"
h-border-16-8-17-8,"white"
h-border-16-9-17-9,"white"
h-border-16-10-17-10,"white"
h-border-16-11-17-11,"white"
h-border-16-12-17-12,"white"
h-border-16-13-17-13,"white"
h-border-16-14-17-14,black
h-border-16-15-17-15,black
h-border-16-16-17-16,black
h-border-16-17-17-17,black
h-border-16-18-17-18,"white"
h-border-16-19-17-19,"white"
h-border-16-20-17-20,"white"
h-border-16-21-17-21,"white"
h-border-16-22-17-22,"white"
h-border-16-23-17-23,"white"
h-border-16-24-17-24,"white"
h-border-16-25-17-25,"white"
h-border-16-26-17-26,"white"
h-border-16-27-17-27,"white"
h-border-16-28-17-28,"white"
h-border-16-29-17-29,"white"
h-border-16-30-17-30,"white"
h-border-16-31-17-31,"white"
v-border-17-0-17-1,"white"
v-border-17-1-17-2,"white"
v-border-17-2-17-3,"white"
v-border-17-3-17-4,"white"
v-border-17-4-17-5,"white"
v-border-17-5-17-6,"white"
v-border-17-6-17-7,"white"
v-border-17-7-17-8,"white"
v-border-17-8-17-9,"white"
v-border-17-9-17-10,black
v-border-17-10-17-11,black
v-border-17-11-17-12,black
v-border-17-12-17-13,black
v-border-17-13-17-14,black
v-border-17-14-17-15,black
v-border-17-15-17-16,black
v-border-17-16-17-17,black
v-border-17-17-17-18,black
v-border-17-18-17-19,black
v-border-17-19-17-20,black
v-border-17-20-17-21,black
v-border-17-21-17-22,black
v-border-17-22-17-23,"white"
v-border-17-23-17-24,"white"
v-border-17-24-17-25,"white"
v-border-17-25-17-26,"white"
v-border-17-26-17-27,"white"
v-border-17-27-17-28,"white"
v-border-17-28-17-29,"white"
v-border-17-29-17-30,"white"
v-border-17-30-17-31,"white"
h-border-17-0-18-0,"white"
h-border-17-1-18-1,"white"
h-border-17-2-18-2,"white"
h-border-17-3-18-3,"white"
h-border-17-4-18-4,"white"
h-border-17-5-18-5,"white"
h-border-17-6-18-6,"white"
h-border-17-7-18-7,"white"
h-border-17-8-18-8,"white"
h-border-17-9-18-9,"white"
h-border-17-10-18-10,black
h-border-17-11-18-11,black
h-border-17-12-18-12,"white"
h-border-17-13-18-13,black
h-border-17-14-18-14,black
h-border-17-15-18-15,black
h-border-17-16-18-16,black
h-border-17-17-18-17,black
h-border-17-18-18-18,black
h-border-17-19-18-19,"white"
h-border-17-20-18-20,black
h-border-17-21-18-21,black
h-border-17-22-18-22,"white"
h-border-17-23-18-23,"white"
h-border-17-24-18-24,"white"
h-border-17-25-18-25,"white"
h-border-17-26-18-26,"white"
h-border-17-27-18-27,"white"
h-border-17-28-18-28,"white"
h-border-17-29-18-29,"white"
h-border-17-30-18-30,"white"
h-border-17-31-18-31,"white"
v-border-18-0-18-1,"white"
v-border-18-1-18-2,"white"
v-border-18-2-18-3,"white"
v-border-18-3-18-4,"white"
v-border-18-4-18-5,"white"
v-border-18-5-18-6,"white"
v-border-18-6-18-7,"white"
v-border-18-7-18-8,"white"
v-border-18-8-18-9,"white"
v-border-18-9-18-10,black
v-border-18-10-18-11,black
v-border-18-11-18-12,black
v-border-18-12-18-13,black
v-border-18-13-18-14,black
v-border-18-14-18-15,"white"
v-border-18-15-18-16,black
v-border-18-16-18-17,"white"
v-border-18-17-18-18,black
v-border-18-18-18-19,black
v-border-18-19-18-20,black
v-border-18-20-18-21,black
v-border-18-21-18-22,black
v-border-18-22-18-23,"white"
v-border-18-23-18-24,"white"
v-border-18-24-18-25,"white"
v-border-18-25-18-26,"white"
v-border-18-26-18-27,"white"
v-border-18-27-18-28,"white"
v-border-18-28-18-29,"white"
v-border-18-29-18-30,"white"
v-border-18-30-18-31,"white"
h-border-18-0-19-0,"white"
h-border-18-1-19-1,"white"
h-border-18-2-19-2,"white"
h-border-18-3-19-3,"white"
h-border-18-4-19-4,"white"
h-border-18-5-19-5,"white"
h-border-18-6-19-6,"white"
h-border-18-7-19-7,"white"
h-border-18-8-19-8,"white"
h-border-18-9-19-9,"white"
h-border-18-10-19-10,"white"
h-border-18-11-19-11,"white"
h-border-18-12-19-12,black
h-border-18-13-19-13,black
h-border-18-14-19-14,black
h-border-18-15-19-15,black
h-border-18-16-19-16,black
h-border-18-17-19-17,black
h-border-18-18-19-18,black
h-border-18-19-19-19,black
h-border-18-20-19-20,"white"
h-border-18-21-19-21,"white"
h-border-18-22-19-22,"white"
h-border-18-23-19-23,"white"
h-border-18-24-19-24,"white"
h-border-18-25-19-25,"white"
h-border-18-26-19-26,"white"
h-border-18-27-19-27,"white"
h-border-18-28-19-28,"white"
h-border-18-29-19-29,"white"
h-border-18-30-19-30,"white"
h-border-18-31-19-31,"white"
v-border-19-0-19-1,"white"
v-border-19-1-19-2,"white"
v-border-19-2-19-3,"white"
v-border-19-3-19-4,"white"
v-border-19-4-19-5,"white"
v-border-19-5-19-6,"white"
v-border-19-6-19-7,"white"
v-border-19-7-19-8,"white"
v-border-19-8-19-9,"white"
v-border-19-9-19-10,black
v-border-19-10-19-11,black
v-border-19-11-19-12,black
v-border-19-12-19-13,black
v-border-19-13-19-14,"white"
v-border-19-14-19-15,"white"
v-border-19-15-19-16,black
v-border-19-16-19-17,"white"
v-border-19-17-19-18,"white"
v-border-19-18-19-19,black
v-border-19-19-19-20,black
v-border-19-20-19-21,black
v-border-19-21-19-22,black
v-border-19-22-19-23,"white"
v-border-19-23-19-24,"white"
v-border-19-24-19-25,"white"
v-border-19-25-19-26,"white"
v-border-19-26-19-27,"white"
v-border-19-27-19-28,"white"
v-border-19-28-19-29,"white"
v-border-19-29-19-30,"white"
v-border-19-30-19-31,"white"
h-border-19-0-20-0,"white"
h-border-19-1-20-1,"white"
h-border-19-2-20-2,"white"
h-border-19-3-20-3,"white"
h-border-19-4-20-4,"white"
h-border-19-5-20-5,"white"
h-border-19-6-20-6,"white"
h-border-19-7-20-7,"white"
h-border-19-8-20-8,"white"
h-border-19-9-20-9,"white"
h-border-19-10-20-10,black
h-border-19-11-20-11,"white"
h-border-19-12-20-12,black
h-border-19-13-20-13,black
h-border-19-14-20-14,black
h-border-19-15-20-15,black
h-border-19-16-20-16,black
h-border-19-17-20-17,black
h-border-19-18-20-18,black
h-border-19-19-20-19,black
h-border-19-20-20-20,"white"
h-border-19-21-20-21,black
h-border-19-22-20-22,"white"
h-border-19-23-20-23,"white"
h-border-19-24-20-24,"white"
h-border-19-25-20-25,"white"
h-border-19-26-20-26,"white"
h-border-19-27-20-27,"white"
h-border-19-28-20-28,"white"
h-border-19-29-20-29,"white"
h-border-19-30-20-30,"white"
h-border-19-31-20-31,"white"
v-border-20-0-20-1,"white"
v-border-20-1-20-2,"white"
v-border-20-2-20-3,"white"
v-border-20-3-20-4,"white"
v-border-20-4-20-5,"white"
v-border-20-5-20-6,"white"
v-border-20-6-20-7,"white"
v-border-20-7-20-8,"white"
v-border-20-8-20-9,"white"
v-border-20-9-20-10,black
v-border-20-10-20-11,black
v-border-20-11-20-12,"white"
v-border-20-12-20-13,"white"
v-border-20-13-20-14,black
v-border-20-14-20-15,"white"
v-border-20-15-20-16,"white"
v-border-20-16-20-17,"white"
v-border-20-17-20-18,black
v-border-20-18-20-19,"white"
v-border-20-19-20-20,"white"
v-border-20-20-20-21,black
v-border-20-21-20-22,black
v-border-20-22-20-23,"white"
v-border-20-23-20-24,"white"
v-border-20-24-20-25,"white"
v-border-20-25-20-26,"white"
v-border-20-26-20-27,"white"
v-border-20-27-20-28,"white"
v-border-20-28-20-29,"white"
v-border-20-29-20-30,"white"
v-border-20-30-20-31,"white"
h-border-20-0-21-0,"white"
h-border-20-1-21-1,"white"
h-border-20-2-21-2,"white"
h-border-20-3-21-3,"white"
h-border-20-4-21-4,"white"
h-border-20-5-21-5,"white"
h-border-20-6-21-6,"white"
h-border-20-7-21-7,"white"
h-border-20-8-21-8,"white"
h-border-20-9-21-9,"white"
h-border-20-10-21-10,"white"
h-border-20-11-21-11,black
h-border-20-12-21-12,black
h-border-20-13-21-13,black
h-border-20-14-21-14,black
h-border-20-15-21-15,black
h-border-20-16-21-16,black
h-border-20-17-21-17,black
h-border-20-18-21-18,black
h-border-20-19-21-19,black
h-border-20-20-21-20,black
h-border-20-21-21-21,"white"
h-border-20-22-21-22,"white"
h-border-20-23-21-23,"white"
h-border-20-24-21-24,"white"
h-border-20-25-21-25,"white"
h-border-20-26-21-26,"white"
h-border-20-27-21-27,"white"
h-border-20-28-21-28,"white"
h-border-20-29-21-29,"white"
h-border-20-30-21-30,"white"
h-border-20-31-21-31,"white"
v-border-21-0-21-1,"white"
v-border-21-1-21-2,"white"
v-border-21-2-21-3,"white"
v-border-21-3-21-4,"white"
v-border-21-4-21-5,"white"
v-border-21-5-21-6,"white"
v-border-21-6-21-7,"white"
v-border-21-7-21-8,"white"
v-border-21-8-21-9,"white"
v-border-21-9-21-10,black
v-border-21-10-21-11,"white"
v-border-21-11-21-12,black
v-border-21-12-21-13,"white"
v-border-21-13-21-14,black
v-border-21-14-21-15,"white"
v-border-21-15-21-16,black
v-border-21-16-21-17,"white"
v-border-21-17-21-18,black
v-border-21-18-21-19,"white"
v-border-21-19-21-20,black
v-border-21-20-21-21,"white"
v-border-21-21-21-22,black
v-border-21-22-21-23,"white"
v-border-21-23-21-24,"white"
v-border-21-24-21-25,"white"
v-border-21-25-21-26,"white"
v-border-21-26-21-27,"white"
v-border-21-27-21-28,"white"
v-border-21-28-21-29,"white"
v-border-21-29-21-30,"white"
v-border-21-30-21-31,"white"
h-border-21-0-22-0,"white"
h-border-21-1-22-1,"white"
h-border-21-2-22-2,"white"
h-border-21-3-22-3,"white"
h-border-21-4-22-4,"white"
h-border-21-5-22-5,"white"
h-border-21-6-22-6,"white"
h-border-21-7-22-7,"white"
h-border-21-8-22-8,"white"
h-border-21-9-22-9,"white"
h-border-21-10-22-10,black
h-border-21-11-22-11,black
h-border-21-12-22-12,black
h-border-21-13-22-13,black
h-border-21-14-22-14,black
h-border-21-15-22-15,black
h-border-21-16-22-16,black
h-border-21-17-22-17,black
h-border-21-18-22-18,black
h-border-21-19-22-19,black
h-border-21-20-22-20,black
h-border-21-21-22-21,black
h-border-21-22-22-22,"white"
h-border-21-23-22-23,"white"
h-border-21-24-22-24,"white"
h-border-21-25-22-25,"white"
h-border-21-26-22-26,"white"
h-border-21-27-22-27,"white"
h-border-21-28-22-28,"white"
h-border-21-29-22-29,"white"
h-border-21-30-22-30,"white"
h-border-21-31-22-31,"white"
v-border-22-0-22-1,"white"
v-border-22-1-22-2,"white"
v-border-22-2-22-3,"white"
v-border-22-3-22-4,"white"
v-border-22-4-22-5,"white"
v-border-22-5-22-6,"white"
v-border-22-6-22-7,"white"
v-border-22-7-22-8,"white"
v-border-22-8-22-9,"white"
v-border-22-9-22-10,"white"
v-border-22-10-22-11,"white"
v-border-22-11-22-12,"white"
v-border-22-12-22-13,"white"
v-border-22-13-22-14,"white"
v-border-22-14-22-15,"white"
v-border-22-15-22-16,black
v-border-22-16-22-17,"white"
v-border-22-17-22-18,"white"
v-border-22-18-22-19,"white"
v-border-22-19-22-20,"white"
v-border-22-20-22-21,"white"
v-border-22-21-22-22,"white"
v-border-22-22-22-23,"white"
v-border-22-23-22-24,"white"
v-border-22-24-22-25,"white"
v-border-22-25-22-26,"white"
v-border-22-26-22-27,"white"
v-border-22-27-22-28,"white"
v-border-22-28-22-29,"white"
v-border-22-29-22-30,"white"
v-border-22-30-22-31,"white"
h-border-22-0-23-0,"white"
h-border-22-1-23-1,"white"
h-border-22-2-23-2,"white"
h-border-22-3-23-3,"white"
h-border-22-4-23-4,"white"
h-border-22-5-23-5,"white"
h-border-22-6-23-6,"white"
h-border-22-7-23-7,"white"
h-border-22-8-23-8,"white"
h-border-22-9-23-9,"white"
h-border-22-10-23-10,"white"
h-border-22-11-23-11,"white"
h-border-22-12-23-12,"white"
h-border-22-13-23-13,"white"
h-border-22-14-23-14,"white"
h-border-22-15-23-15,"white"
h-border-22-16-23-16,"white"
h-border-22-17-23-17,"white"
h-border-22-18-23-18,"white"
h-border-22-19-23-19,"white"
h-border-22-20-23-20,"white"
h-border-22-21-23-21,"white"
h-border-22-22-23-22,"white"
h-border-22-23-23-23,"white"
h-border-22-24-23-24,"white"
h-border-22-25-23-25,"white"
h-border-22-26-23-26,"white"
h-border-22-27-23-27,"white"
h-border-22-28-23-28,"white"
h-border-22-29-23-29,"white"
h-border-22-30-23-30,"white"
h-border-22-31-23-31,"white"
v-border-23-0-23-1,"white"
v-border-23-1-23-2,"white"
v-border-23-2-23-3,"white"
v-border-23-3-23-4,"white"
v-border-23-4-23-5,"white"
v-border-23-5-23-6,"white"
v-border-23-6-23-7,"white"
v-border-23-7-23-8,"white"
v-border-23-8-23-9,"white"
v-border-23-9-23-10,"white"
v-border-23-10-23-11,"white"
v-border-23-11-23-12,"white"
v-border-23-12-23-13,"white"
v-border-23-13-23-14,"white"
v-border-23-14-23-15,"white"
v-border-23-15-23-16,black
v-border-23-16-23-17,"white"
v-border-23-17-23-18,"white"
v-border-23-18-23-19,"white"
v-border-23-19-23-20,"white"
v-border-23-20-23-21,"white"
v-border-23-21-23-22,"white"
v-border-23-22-23-23,"white"
v-border-23-23-23-24,"white"
v-border-23-24-23-25,"white"
v-border-23-25-23-26,"white"
v-border-23-26-23-27,"white"
v-border-23-27-23-28,"white"
v-border-23-28-23-29,"white"
v-border-23-29-23-30,"white"
v-border-23-30-23-31,"white"
h-border-23-0-24-0,"white"
h-border-23-1-24-1,"white"
h-border-23-2-24-2,"white"
h-border-23-3-24-3,"white"
h-border-23-4-24-4,"white"
h-border-23-5-24-5,"white"
h-border-23-6-24-6,"white"
h-border-23-7-24-7,"white"
h-border-23-8-24-8,"white"
h-border-23-9-24-9,"white"
h-border-23-10-24-10,"white"
h-border-23-11-24-11,"white"
h-border-23-12-24-12,"white"
h-border-23-13-24-13,"white"
h-border-23-14-24-14,"white"
h-border-23-15-24-15,"white"
h-border-23-16-24-16,"white"
h-border-23-17-24-17,"white"
h-border-23-18-24-18,"white"
h-border-23-19-24-19,"white"
h-border-23-20-24-20,"white"
h-border-23-21-24-21,"white"
h-border-23-22-24-22,"white"
h-border-23-23-24-23,"white"
h-border-23-24-24-24,"white"
h-border-23-25-24-25,"white"
h-border-23-26-24-26,"white"
h-border-23-27-24-27,"white"
h-border-23-28-24-28,"white"
h-border-23-29-24-29,"white"
h-border-23-30-24-30,"white"
h-border-23-31-24-31,"white"
v-border-24-0-24-1,"white"
v-border-24-1-24-2,"white"
v-border-24-2-24-3,"white"
v-border-24-3-24-4,"white"
v-border-24-4-24-5,"white"
v-border-24-5-24-6,"white"
v-border-24-6-24-7,"white"
v-border-24-7-24-8,"white"
v-border-24-8-24-9,"white"
v-border-24-9-24-10,"white"
v-border-24-10-24-11,"white"
v-border-24-11-24-12,"white"
v-border-24-12-24-13,"white"
v-border-24-13-24-14,"white"
v-border-24-14-24-15,"white"
v-border-24-15-24-16,black
v-border-24-16-24-17,"white"
v-border-24-17-24-18,"white"
v-border-24-18-24-19,"white"
v-border-24-19-24-20,"white"
v-border-24-20-24-21,"white"
v-border-24-21-24-22,"white"
v-border-24-22-24-23,"white"
v-border-24-23-24-24,"white"
v-border-24-24-24-25,"white"
v-border-24-25-24-26,"white"
v-border-24-26-24-27,"white"
v-border-24-27-24-28,"white"
v-border-24-28-24-29,"white"
v-border-24-29-24-30,"white"
v-border-24-30-24-31,"white"
h-border-24-0-25-0,"white"
h-border-24-1-25-1,"white"
h-border-24-2-25-2,"white"
h-border-24-3-25-3,"white"
h-border-24-4-25-4,"white"
h-border-24-5-25-5,"white"
h-border-24-6-25-6,"white"
h-border-24-7-25-7,"white"
h-border-24-8-25-8,"white"
h-border-24-9-25-9,"white"
h-border-24-10-25-10,"white"
h-border-24-11-25-11,"white"
h-border-24-12-25-12,"white"
h-border-24-13-25-13,"white"
h-border-24-14-25-14,"white"
h-border-24-15-25-15,"white"
h-border-24-16-25-16,"white"
h-border-24-17-25-17,"white"
h-border-24-18-25-18,"white"
h-border-24-19-25-19,"white"
h-border-24-20-25-20,"white"
h-border-24-21-25-21,"white"
h-border-24-22-25-22,"white"
h-border-24-23-25-23,"white"
h-border-24-24-25-24,"white"
h-border-24-25-25-25,"white"
h-border-24-26-25-26,"white"
h-border-24-27-25-27,"white"
h-border-24-28-25-28,"white"
h-border-24-29-25-29,"white"
h-border-24-30-25-30,"white"
h-border-24-31-25-31,"white"
v-border-25-0-25-1,"white"
v-border-25-1-25-2,"white"
v-border-25-2-25-3,"white"
v-border-25-3-25-4,"white"
v-border-25-4-25-5,"white"
v-border-25-5-25-6,"white"
v-border-25-6-25-7,"white"
v-border-25-7-25-8,"white"
v-border-25-8-25-9,"white"
v-border-25-9-25-10,"white"
v-border-25-10-25-11,"white"
v-border-25-11-25-12,"white"
v-border-25-12-25-13,"white"
v-border-25-13-25-14,"white"
v-border-25-14-25-15,"white"
v-border-25-15-25-16,black
v-border-25-16-25-17,"white"
v-border-25-17-25-18,"white"
v-border-25-18-25-19,"white"
v-border-25-19-25-20,"white"
v-border-25-20-25-21,"white"
v-border-25-21-25-22,"white"
v-border-25-22-25-23,"white"
v-border-25-23-25-24,"white"
v-border-25-24-25-25,"white"
v-border-25-25-25-26,"white"
v-border-25-26-25-27,"white"
v-border-25-27-25-28,"white"
v-border-25-28-25-29,"white"
v-border-25-29-25-30,"white"
v-border-25-30-25-31,"white"
h-border-25-0-26-0,"white"
h-border-25-1-26-1,"white"
h-border-25-2-26-2,"white"
h-border-25-3-26-3,"white"
h-border-25-4-26-4,"white"
h-border-25-5-26-5,"white"
h-border-25-6-26-6,"white"
h-border-25-7-26-7,"white"
h-border-25-8-26-8,"white"
h-border-25-9-26-9,"white"
h-border-25-10-26-10,"white"
h-border-25-11-26-11,"white"
h-border-25-12-26-12,"white"
h-border-25-13-26-13,"white"
h-border-25-14-26-14,"white"
h-border-25-15-26-15,"white"
h-border-25-16-26-16,"white"
h-border-25-17-26-17,"white"
h-border-25-18-26-18,"white"
h-border-25-19-26-19,"white"
h-border-25-20-26-20,"white"
h-border-25-21-26-21,"white"
h-border-25-22-26-22,"white"
h-border-25-23-26-23,"white"
h-border-25-24-26-24,"white"
h-border-25-25-26-25,"white"
h-border-25-26-26-26,"white"
h-border-25-27-26-27,"white"
h-border-25-28-26-28,"white"
h-border-25-29-26-29,"white"
h-border-25-30-26-30,"white"
h-border-25-31-26-31,"white"
v-border-26-0-26-1,"white"
v-border-26-1-26-2,"white"
v-border-26-2-26-3,"white"
v-border-26-3-26-4,"white"
v-border-26-4-26-5,"white"
v-border-26-5-26-6,"white"
v-border-26-6-26-7,"white"
v-border-26-7-26-8,"white"
v-border-26-8-26-9,"white"
v-border-26-9-26-10,"white"
v-border-26-10-26-11,"white"
v-border-26-11-26-12,"white"
v-border-26-12-26-13,"white"
v-border-26-13-26-14,"white"
v-border-26-14-26-15,"white"
v-border-26-15-26-16,black
v-border-26-16-26-17,"white"
v-border-26-17-26-18,"white"
v-border-26-18-26-19,"white"
v-border-26-19-26-20,"white"
v-border-26-20-26-21,"white"
v-border-26-21-26-22,"white"
v-border-26-22-26-23,"white"
v-border-26-23-26-24,"white"
v-border-26-24-26-25,"white"
v-border-26-25-26-26,"white"
v-border-26-26-26-27,"white"
v-border-26-27-26-28,"white"
v-border-26-28-26-29,"white"
v-border-26-29-26-30,"white"
v-border-26-30-26-31,"white"
h-border-26-0-27-0,"white"
h-border-26-1-27-1,"white"
h-border-26-2-27-2,"white"
h-border-26-3-27-3,"white"
h-border-26-4-27-4,"white"
h-border-26-5-27-5,"white"
h-border-26-6-27-6,"white"
h-border-26-7-27-7,"white"
h-border-26-8-27-8,"white"
h-border-26-9-27-9,"white"
h-border-26-10-27-10,"white"
h-border-26-11-27-11,"white"
h-border-26-12-27-12,"white"
h-border-26-13-27-13,"white"
h-border-26-14-27-14,"white"
h-border-26-15-27-15,"white"
h-border-26-16-27-16,"white"
h-border-26-17-27-17,"white"
h-border-26-18-27-18,"white"
h-border-26-19-27-19,"white"
h-border-26-20-27-20,"white"
h-border-26-21-27-21,"white"
h-border-26-22-27-22,"white"
h-border-26-23-27-23,"white"
h-border-26-24-27-24,"white"
h-border-26-25-27-25,"white"
h-border-26-26-27-26,"white"
h-border-26-27-27-27,"white"
h-border-26-28-27-28,"white"
h-border-26-29-27-29,"white"
h-border-26-30-27-30,"white"
h-border-26-31-27-31,"white"
v-border-27-0-27-1,"white"
v-border-27-1-27-2,"white"
v-border-27-2-27-3,"white"
v-border-27-3-27-4,"white"
v-border-27-4-27-5,"white"
v-border-27-5-27-6,"white"
v-border-27-6-27-7,"white"
v-border-27-7-27-8,"white"
v-border-27-8-27-9,"white"
v-border-27-9-27-10,"white"
v-border-27-10-27-11,"white"
v-border-27-11-27-12,"white"
v-border-27-12-27-13,"white"
v-border-27-13-27-14,"white"
v-border-27-14-27-15,"white"
v-border-27-15-27-16,black
v-border-27-16-27-17,"white"
v-border-27-17-27-18,"white"
v-border-27-18-27-19,"white"
v-border-27-19-27-20,"white"
v-border-27-20-27-21,"white"
v-border-27-21-27-22,"white"
v-border-27-22-27-23,"white"
v-border-27-23-27-24,"white"
v-border-27-24-27-25,"white"
v-border-27-25-27-26,"white"
v-border-27-26-27-27,"white"
v-border-27-27-27-28,"white"
v-border-27-28-27-29,"white"
v-border-27-29-27-30,"white"
v-border-27-30-27-31,"white"
h-border-27-0-28-0,"white"
h-border-27-1-28-1,"white"
h-border-27-2-28-2,"white"
h-border-27-3-28-3,"white"
h-border-27-4-28-4,"white"
h-border-27-5-28-5,"white"
h-border-27-6-28-6,"white"
h-border-27-7-28-7,"white"
h-border-27-8-28-8,"white"
h-border-27-9-28-9,"white"
h-border-27-10-28-10,"white"
h-border-27-11-28-11,"white"
h-border-27-12-28-12,"white"
h-border-27-13-28-13,"white"
h-border-27-14-28-14,"white"
h-border-27-15-28-15,"white"
h-border-27-16-28-16,"white"
h-border-27-17-28-17,"white"
h-border-27-18-28-18,"white"
h-border-27-19-28-19,"white"
h-border-27-20-28-20,"white"
h-border-27-21-28-21,"white"
h-border-27-22-28-22,"white"
h-border-27-23-28-23,"white"
h-border-27-24-28-24,"white"
h-border-27-25-28-25,"white"
h-border-27-26-28-26,"white"
h-border-27-27-28-27,"white"
h-border-27-28-28-28,"white"
h-border-27-29-28-29,"white"
h-border-27-30-28-30,"white"
h-border-27-31-28-31,"white"
v-border-28-0-28-1,"white"
v-border-28-1-28-2,"white"
v-border-28-2-28-3,"white"
v-border-28-3-28-4,"white"
v-border-28-4-28-5,"white"
v-border-28-5-28-6,"white"
v-border-28-6-28-7,"white"
v-border-28-7-28-8,"white"
v-border-28-8-28-9,"white"
v-border-28-9-28-10,"white"
v-border-28-10-28-11,"white"
v-border-28-11-28-12,"white"
v-border-28-12-28-13,"white"
v-border-28-13-28-14,"white"
v-border-28-14-28-15,"white"
v-border-28-15-28-16,black
v-border-28-16-28-17,"white"
